"","体长","头长","吻长","体高","尾柄长","尾柄高","眼球直径","D1.2","D1.3","D1.4","D2.4","D3.4","D3.5","D3.6","D4.5","D4.6","D5.6","D5.7","D5.8","D6.7","D6.8","D7.8","D7.9","D7.10","D8.9","D8.10","D9.10","group"
"FA10",0.803155666730806,0.221425822589956,0.0731191071772176,0.297238791610545,0.104146623051761,0.110159707523571,0.0322301327689051,0.286415239561285,0.137964210121224,0.248412545699442,0.209880700404079,0.337069463151818,0.221810659996152,0.289878776217048,0.522128150856263,0.261929959592072,0.356840484895132,0.0845199153357706,0.189388108524149,0.374013854146623,0.312199345776409,0.136472965172215,0.110111602847797,0.169184144698865,0.172743890706177,0.118481816432557,0.132432172407158,"FA"
"FA11",0.794063594438087,0.204792121779535,0.0631783348937203,0.275633690488575,0.108915010922709,0.106799819688616,0.0431013558029058,0.254932556607372,0.171434515759908,0.213391587780436,0.173619057526267,0.338118520059641,0.211588473941538,0.269877596310552,0.527722875273068,0.255868788792954,0.345088248552308,0.0737196157980513,0.179479177502687,0.367661846804674,0.312805575782794,0.133985228336627,0.101321127639655,0.165539720517355,0.177814764728319,0.12115537986754,0.129720170602309,"FA"
"FA12",0.79853590052146,0.215135713330659,0.0666532958951731,0.309867629362214,0.100548201631234,0.123947051744886,0.0399451798368766,0.271727503676962,0.137418104024602,0.228239069394304,0.196550340954673,0.333600748763204,0.237765744083434,0.299538708383474,0.537103890894505,0.273967107902126,0.374548736462094,0.0820631100414494,0.206712127289745,0.379596202700896,0.318023799973258,0.140326246824442,0.106464768017115,0.17251637919508,0.170878459687124,0.0982751704773365,0.146175959352855,"FA"
"FA13",0.805564837034112,0.23207071474135,0.0789769448072659,0.289268248230613,0.115427842410619,0.114212812490508,0.0408553810637587,0.288782236262568,0.133136903496249,0.22793961301297,0.204246529570791,0.323987728197807,0.221621457428389,0.284529631542177,0.490750584733149,0.235715804501686,0.347346678411956,0.0841711977157437,0.189666170529449,0.366696029889736,0.316484918441117,0.130038577199964,0.117584520518818,0.167248868503387,0.159958688982716,0.099814707937183,0.121533367759181,"FA"
"FA14",0.817318602567931,0.223648850403105,0.0737832188713049,0.274022096148104,0.103284562555987,0.11006270528516,0.0378023290534488,0.272678411466109,0.149268438339803,0.214511794565542,0.196715437444013,0.334189310241863,0.22741116751269,0.264616303374142,0.520901761719916,0.232845625559869,0.355210510600179,0.0787100627052852,0.180949537175276,0.3750970438937,0.301104807405196,0.135951030158256,0.0960286652732159,0.154344580471783,0.186831890116453,0.117796357121529,0.127769483427889,"FA"
"FA15",0.809622348680807,0.217796171753751,0.0720469046387308,0.296326952922918,0.107294361096741,0.110329367132264,0.0460079324021383,0.266494223141921,0.141576133816175,0.22338334195551,0.194343852388343,0.332609070529402,0.239696499396448,0.300844973271254,0.52750474219693,0.267528884290395,0.360682876357993,0.0753923090187963,0.185618210036213,0.370029315399207,0.304328332471116,0.139437834109329,0.11960682876358,0.182686670115537,0.178341093291947,0.11802034833592,0.137920331091568,"FA"
"WYS1",0.779752864835013,0.23850614386304,0.0703437802015739,0.357655667541074,0.0926756868700815,0.131092088913434,0.0450434902664642,0.292109623084357,0.189113626950159,0.253002899351098,0.207545216070689,0.389306917023333,0.225010354825349,0.351063095402458,0.523643517879332,0.240956785862212,0.374844677619771,0.072656357862764,0.212998757420958,0.370081457959409,0.295561231533895,0.157255280960928,0.0896037553499931,0.184005246444843,0.160879469832942,0.0682382990473561,0.15470109070827,"WYS"
"WYS2",0.787412635329588,0.220912703850898,0.058894066054543,0.303652185829793,0.0955529669727285,0.120254899273674,0.0355282993010826,0.275010278196519,0.163183500068521,0.240030149376456,0.211593805673565,0.347745648896807,0.221563656297108,0.291318350006852,0.50579005070577,0.222077566123064,0.352336576675346,0.0779087296149102,0.189666986432781,0.364704673153351,0.310093188981773,0.132040564615595,0.101000411127861,0.16335480334384,0.160922296834315,0.0890777031656845,0.134233246539674,"WYS"
"WYS3",0.793914137442994,0.264782198458877,0.0788646013524139,0.345927032552288,0.10717093882686,0.126592231482938,0.0471772291240761,0.305315301147979,0.172983173454946,0.250629029721654,0.220474917439849,0.371677936782513,0.205889290768989,0.32626985375059,0.523470671489228,0.260850762698538,0.366488441578865,0.0750511086648844,0.21088221418462,0.350094354458248,0.268713634219217,0.151832049064318,0.101706243119987,0.175420663626356,0.162328982544425,0.0899905645541752,0.125098285894008,"WYS"
"WYS4",0.781658551546985,0.269715906912548,0.0827358816087107,0.374535137829237,0.0776367749108615,0.132921826477016,0.0422497412107503,0.313192500862631,0.174443123873788,0.268412375877008,0.237434344208872,0.386266917149101,0.224935781926926,0.361269792585209,0.513859602039643,0.221906989226699,0.387877161369474,0.0756814783575509,0.211018671165127,0.379289192194149,0.306138097611471,0.148870912088333,0.08254418586819,0.166238546179504,0.171606026914082,0.0824675075719817,0.150059425679561,"WYS"
"WYS5",0.817522791344781,0.256727565628089,0.0876139567239044,0.351627430161462,0.0824881924358364,0.126826053527624,0.0407864386921979,0.296049500237982,0.191666971771684,0.261706879507927,0.239629480467177,0.38824003221909,0.242595101233845,0.352689195621133,0.537729286420386,0.220554314795153,0.392450481455717,0.0780214549848058,0.201588986929301,0.408084062534324,0.329842931937173,0.148683776956028,0.091787793358474,0.171090689415297,0.171859554058507,0.0887489473876908,0.149855380221872,"WYS"
"WYS6",0.772712615880693,0.249415558242644,0.0783151954856913,0.381781539701733,0.0781136638452237,0.137646110439339,0.0466344216041919,0.313018943974204,0.184320838371624,0.269085046352277,0.239580814187828,0.384482063683998,0.221966948810963,0.369407496977025,0.534864973800887,0.234623135832326,0.416283756549778,0.0621523579201935,0.231519548569125,0.397460701330109,0.297944377267231,0.169125352680371,0.0688432083837162,0.15844417573559,0.190528012898025,0.0889560661023781,0.143490528012898,"WYS"
"WYS7",0.808238518395482,0.224773689892866,0.0631176812557097,0.368366414749606,0.0871190100489992,0.121376962046342,0.0361680923511336,0.275683082800432,0.180798936965368,0.260485009550702,0.204883315339258,0.378000166099161,0.24121750685159,0.348476040195997,0.54995432273067,0.2609002574537,0.395980400298978,0.077817457021842,0.211651856158126,0.394900755751183,0.324516236193007,0.148077402209119,0.0910223403371813,0.166140685989536,0.159247570799767,0.0878664562743958,0.130927663815298,"WYS"
"WYS8",0.820059947787411,0.207818996358011,0.0592709575530989,0.258097785799465,0.0964965997357141,0.108743997163761,0.0385793018983466,0.255841686273246,0.172043703870822,0.215070744835144,0.184677861217649,0.329132690882135,0.222548103264898,0.251329487220808,0.528636348986367,0.233055081058433,0.359557804492861,0.0778032036613272,0.167015824926677,0.39742804654011,0.334644019724756,0.125632513617172,0.103651658233152,0.154929577464789,0.173816353498566,0.110613336771199,0.137428691139975,"WYS"
"WYS9",0.798958139534884,0.215106976744186,0.0589023255813953,0.293172093023256,0.111404651162791,0.108837209302326,0.0324093023255814,0.28386976744186,0.143404651162791,0.245990697674419,0.196055813953488,0.335069767441861,0.238102325581395,0.281786046511628,0.533581395348837,0.251646511627907,0.361227906976744,0.0773953488372093,0.18206511627907,0.374623255813953,0.31426976744186,0.129451162790698,0.114195348837209,0.164167441860465,0.175627906976744,0.111404651162791,0.124837209302326,"WYS"
"WYS10",0.789851618847901,0.249737870555714,0.0813713341594382,0.312998443109967,0.0803545896482699,0.120674864169288,0.318463444857497,0.303784195977505,0.168493629460172,0.242207606519874,0.197693260890287,0.357957614463191,0.243383217360913,0.305309312744257,0.532996536714009,0.255552378228958,0.353445810694881,0.0655800209703555,0.183490610999905,0.36904648428812,0.300034950592571,0.137927747593175,0.0826104915324246,0.152003304419661,0.16839830966225,0.0957328503796905,0.132335652781749,"WYS"
"WYS11",0.806849579129988,0.181231125104414,0.0523999228940436,0.276296343892566,0.0997237036561074,0.113667030778128,0.0301998329370944,0.245903746064383,0.171689262995566,0.208989269421063,0.159641457302577,0.33676026473045,0.236394011437384,0.266368952001542,0.533476836085588,0.233020625843346,0.366960097667545,0.0835635802865771,0.185214932853563,0.397738225277903,0.32994923857868,0.139272633810962,0.102615177022425,0.169151191929577,0.189809162757823,0.12266272569556,0.135385208507357,"WYS"
"WYS12",0.792380554394763,0.191461206296142,0.054220643543669,0.288375818359103,0.0802688396712634,0.115649811951525,0.0386544086920184,0.253586850536286,0.146329572363839,0.197381250870595,0.180491711937596,0.324244323721967,0.247771277336676,0.281585178994289,0.519605794678925,0.24937317175094,0.349874634350188,0.0892533779077866,0.188048474717927,0.386126201420811,0.333472628499791,0.131494637136091,0.0910293912801226,0.148523471235548,0.169731160328737,0.105481264800111,0.12087338069369,"WYS"
"WYS13",0.823621841037056,0.242896425297892,0.0776919383702152,0.355331500152765,0.096198332678626,0.130897822006896,0.0382349089956789,0.299157609881716,0.196019379337436,0.244991488804504,0.216795425778011,0.393566409148444,0.218584959189909,0.318275064379556,0.554537121906508,0.282964514861857,0.364410108681419,0.0631574352930907,0.21330365326699,0.366592466500807,0.271834489982978,0.164898956832962,0.100344812535463,0.163676836454105,0.194317140238313,0.116581554711711,0.130679586224957,"WYS"
"WYS14",0.827472816555595,0.237548228691687,0.292835847071203,0.3105927744651,0.111539810592774,0.117984917572781,0.0375745352507892,0.302393896878288,0.176648544370396,0.244124868467204,0.203568923184847,0.358119957909505,0.228603998596984,0.292835847071203,0.544326552086987,0.268063837250088,0.369431778323395,0.0616011925640126,0.201025955804981,0.357681515257804,0.268370747106279,0.152928796913364,0.114258155033322,0.177788495264819,0.194317783233953,0.134777271132936,0.115003507541214,"WYS"
"WYS15",0.803081282096688,0.223304409420931,0.0768992385337347,0.259385514432442,0.0936780591464494,0.109394368691341,0.0381618558526651,0.300646360899593,0.138303523995042,0.220249690100939,0.204621923145033,0.316318399149991,0.222330440942093,0.247697892686382,0.504028687798831,0.215911103240659,0.345670267398619,0.0795112449088011,0.168275190366566,0.378829466973614,0.312688153001594,0.127501328138835,0.0926155480786258,0.146582256065167,0.167212679298743,0.0955817248096334,0.129404993802019,"WYS"
"WYS16",0.798145144942226,0.220302047435638,0.0673018447192378,0.279039124265153,0.102929251976485,0.104297587674843,0.0397830934522603,0.269562132576525,0.159892560308129,0.210673018447192,0.201246705858504,0.33022501520373,0.219136428137036,0.271285221974458,0.512771133184675,0.225572673829313,0.361037907966755,0.0790087168051895,0.17600851408879,0.384299614838841,0.305797689033043,0.128623555645652,0.104348266774782,0.157054530711535,0.178390431785932,0.105564565173323,0.124062436651125,"WYS"
"WYS17",0.807223735129712,0.225741722803497,0.0714729348812766,0.288901629162486,0.103339544216712,0.119248960871435,0.0358320194926186,0.266351344895132,0.164253977354164,0.224738426257704,0.205245807653719,0.33242558883952,0.237494625197076,0.275858774067173,0.514452247862023,0.228894940518848,0.355835841574698,0.0762027614543022,0.193875113468062,0.378625005972003,0.315273995509054,0.144331374516268,0.106874970139984,0.162964024652429,0.169557116239071,0.0871434714060484,0.135540585734079,"WYS"
"WYS18",0.818720318643722,0.23137415104938,0.0745033958024817,0.275085533370781,0.0978910279323904,0.105703926875351,0.0397283358014605,0.265638564060665,0.182811622325486,0.206148189756421,0.220139917275188,0.327835367410509,0.2315273451463,0.255936271255681,0.52433232906092,0.211612112546597,0.370321196956544,0.0716437726599602,0.169432671194403,0.384517183271205,0.314915998570188,0.126385129959659,0.0967676045549712,0.151560026553643,0.17321145891845,0.111269979063473,0.120257366082827,"WYS"
"WYS19",0.806193946188341,0.233183856502242,0.0746917040358744,0.300168161434978,0.0985145739910314,0.115984678624813,0.0425074738415546,0.27727952167414,0.177036621823617,0.226737668161435,0.214686098654709,0.338004484304933,0.224495515695067,0.2800822122571,0.51340620328849,0.241545216741405,0.353886397608371,0.0799701046337818,0.192965246636771,0.35995889387145,0.286014573991031,0.138686472346786,0.0986079970104634,0.164611360239163,0.177877428998505,0.105241031390135,0.132053437967115,"WYS"
"WYS20",0.81520341868464,0.224507521801063,0.0730292186360004,0.278289267970677,0.101170830003822,0.106451724976549,0.0350554146544835,0.27356425667929,0.162144321300768,0.212208595351423,0.18629051870896,0.338776361046451,0.224055866309975,0.265816627870618,0.527603099051523,0.25344821596081,0.344856338811104,0.0832783240107007,0.173887364069069,0.372963207448841,0.30570128200674,0.127505819407289,0.105339957613869,0.155334746204357,0.173123024007226,0.108918458812493,0.120418302470208,"WYS"
"TY1",0.794678277697145,0.264247701983551,0.0741170778906628,0.283696178035801,0.091340106434446,0.100822447992259,0.0597000483792937,0.316594097726173,0.138171262699565,0.258829221093372,0.212288340590227,0.371165940977262,0.190324141267537,0.281083696178036,0.521432027092404,0.261538461538461,0.343783260764393,0.0646347363328495,0.169714562167392,0.352007740686986,0.290662796323174,0.121625544267054,0.0905660377358491,0.149008224479923,0.156652152878568,0.105079825834543,0.117271407837446,"TY"
"TY2",0.810377657886385,0.257933989209775,0.0771183751190098,0.102903840050778,0.0933037131069502,0.304823865439543,0.145985401459854,0.24190733100603,0.225404633449699,0.338543319581085,0.213900349095525,0.341954934941288,0.215090447476991,0.257695969533481,0.512853062519835,0.22429387496033,0.342748333862266,0.0828308473500476,0.176293240241193,0.376943827356395,0.341002856236116,0.118375119009838,0.0823548079974611,0.14717549984132,0.145826721675659,0.0961599492224691,0.111155188828943,"TY"
"TY3",0.803245942571785,0.270224719101124,0.0870786516853933,0.272222222222222,0.109675405742821,0.101935081148564,0.0467540574282147,0.320724094881398,0.148189762796504,0.245630461922597,0.208926342072409,0.357990012484395,0.194694132334582,0.267602996254682,0.506679151061174,0.254619225967541,0.323283395755306,0.0641073657927591,0.175405742821473,0.331523096129838,0.25705368289638,0.133770287141074,0.0973158551810237,0.165106117353308,0.173408239700375,0.12059925093633,0.122596754057428,"TY"
"TY4",0.797464724102329,0.244866353103132,0.0710680279912814,0.279568658942297,0.103361248135827,0.115177239876104,0.0481817138923942,0.28914764253757,0.167947688424917,0.235574165423884,0.213548239073076,0.360330388895262,0.204542847309854,0.277389009980498,0.515659057015028,0.243317655156591,0.345015486979465,0.0647011586555007,0.180107835264426,0.36107605827693,0.285361936446025,0.142824366181026,0.108064701158655,0.179018010783526,0.193931398416887,0.127452105082024,0.147986692669496,"TY"
"TY5",0.758062638258237,0.228606356968215,0.0656071719641402,0.280707882174875,0.0919198975433694,0.0949470252648737,0.0443590639189661,0.26632902549773,0.149260682268017,0.221737105600186,0.212597508441029,0.338223308883456,0.209803236698102,0.277040400512283,0.495342880428455,0.237687740132728,0.321574106415182,0.0725346373268134,0.170741646291769,0.347712190010478,0.278379322389102,0.125858656421004,0.0907556176504832,0.145069274653627,0.161776691116544,0.112702293631389,0.113983001513564,"TY"
"TY6",0.788929931894263,0.23756204548078,0.0700103890107353,0.297876024471892,0.093327946438878,0.113644234099042,0.0432298280041556,0.275135634306822,0.182384855131017,0.248008772942399,0.203855477317327,0.3597483550733,0.215514256031398,0.291469467851783,0.521297472007388,0.226480434029782,0.361191273230982,0.0760706452730001,0.185674708530532,0.371695717418908,0.312651506406557,0.133960521759206,0.10285120627958,0.165358420870368,0.187463927046058,0.116645503867021,0.143599215052522,"TY"
